"DATA";"PROVA";"VARIANT";"RECOMPTE"
2021-02-24 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);82
2021-02-24 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);10
2021-02-24 00:00:00.000;seqüenciació completa;B.1.575;1
2021-02-24 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-02-24 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);26
2021-02-25 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);170
2021-02-25 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);116
2021-02-25 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);46
2021-02-25 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);6
2021-02-25 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-02-25 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);16
2021-02-26 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);145
2021-02-26 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);66
2021-02-26 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);1
2021-02-26 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);21
2021-02-26 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);2
2021-02-26 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);4
2021-02-26 00:00:00.000;seqüenciació completa;Èpsilon (B.1.427/B.1.429);1
2021-02-26 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);13
2021-02-27 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);78
2021-02-27 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);35
2021-02-27 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);8
2021-02-28 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);33
2021-02-28 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);12
2021-02-28 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);6
2021-02-28 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-03-01 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);142
2021-03-01 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);43
2021-03-01 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);4
2021-03-01 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);3
2021-03-01 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);56
2021-03-01 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);8
2021-03-01 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);15
2021-03-02 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);256
2021-03-02 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);60
2021-03-02 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);4
2021-03-02 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);103
2021-03-02 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);21
2021-03-02 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);26
2021-03-02 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-03 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);241
2021-03-03 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);74
2021-03-03 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);1
2021-03-03 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);7
2021-03-03 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);46
2021-03-03 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);5
2021-03-03 00:00:00.000;seqüenciació completa;B.1.575;1
2021-03-03 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-03-03 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);16
2021-03-03 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-03-04 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);142
2021-03-04 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);31
2021-03-04 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);1
2021-03-04 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);2
2021-03-04 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);41
2021-03-04 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-04 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);6
2021-03-04 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-03-05 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);196
2021-03-05 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);95
2021-03-05 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);6
2021-03-05 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);33
2021-03-05 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-05 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-05 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);5
2021-03-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);57
2021-03-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);30
2021-03-06 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);5
2021-03-06 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-03-07 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);30
2021-03-07 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);10
2021-03-07 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);4
2021-03-07 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-07 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-03-08 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);133
2021-03-08 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);18
2021-03-08 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);1
2021-03-08 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);2
2021-03-08 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);56
2021-03-08 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);2
2021-03-08 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);3
2021-03-09 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);116
2021-03-09 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);144
2021-03-09 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);4
2021-03-09 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);80
2021-03-09 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);14
2021-03-09 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-03-09 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-09 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-03-09 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);9
2021-03-09 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-10 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);215
2021-03-10 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);32
2021-03-10 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);3
2021-03-10 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);48
2021-03-10 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);5
2021-03-10 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-10 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-03-10 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);6
2021-03-11 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);139
2021-03-11 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);23
2021-03-11 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);1
2021-03-11 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-11 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);39
2021-03-11 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);7
2021-03-11 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-03-11 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-03-11 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);7
2021-03-11 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);175
2021-03-12 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);37
2021-03-12 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-12 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);54
2021-03-12 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);6
2021-03-12 00:00:00.000;seqüenciació completa;B.1.575;1
2021-03-12 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-03-12 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);9
2021-03-12 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-13 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);52
2021-03-13 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);9
2021-03-13 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-13 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);22
2021-03-13 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-13 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-03-13 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-14 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);85
2021-03-14 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);9
2021-03-14 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);12
2021-03-14 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);3
2021-03-14 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-15 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);497
2021-03-15 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);116
2021-03-15 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);2
2021-03-15 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);1
2021-03-15 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-15 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);47
2021-03-15 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-15 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);4
2021-03-15 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-03-16 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);229
2021-03-16 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);20
2021-03-16 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-16 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);42
2021-03-16 00:00:00.000;seqüenciació completa;B.1.575;1
2021-03-16 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-16 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-03-16 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-03-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);211
2021-03-17 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);21
2021-03-17 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);1
2021-03-17 00:00:00.000;(gen S): seqüenciació parcial;Altres seqüències de virus complet (Altres);1
2021-03-17 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);2
2021-03-17 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);38
2021-03-17 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-17 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-03-18 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);206
2021-03-18 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);42
2021-03-18 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);4
2021-03-18 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-18 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);56
2021-03-18 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-18 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);3
2021-03-18 00:00:00.000;seqüenciació completa;Èpsilon (B.1.427/B.1.429);1
2021-03-18 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);30
2021-03-18 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-03-19 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);145
2021-03-19 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);16
2021-03-19 00:00:00.000;(gen S): seqüenciació parcial;Altres seqüències de virus complet (Altres);1
2021-03-19 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);31
2021-03-19 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-19 00:00:00.000;seqüenciació completa;B.1.575;1
2021-03-19 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);10
2021-03-19 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-20 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);57
2021-03-20 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);8
2021-03-20 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);10
2021-03-20 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-20 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-03-20 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-21 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);38
2021-03-21 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);3
2021-03-21 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);8
2021-03-21 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-22 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);112
2021-03-22 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);13
2021-03-22 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);2
2021-03-22 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);74
2021-03-22 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);3
2021-03-22 00:00:00.000;seqüenciació completa;B.1.575;2
2021-03-22 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-03-22 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-23 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);418
2021-03-23 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);42
2021-03-23 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);2
2021-03-23 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);2
2021-03-23 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);74
2021-03-23 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-23 00:00:00.000;seqüenciació completa;B.1.575;5
2021-03-23 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);6
2021-03-24 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);239
2021-03-24 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);14
2021-03-24 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);2
2021-03-24 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-24 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);107
2021-03-24 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-24 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-24 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);21
2021-03-25 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);197
2021-03-25 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);32
2021-03-25 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);9
2021-03-25 00:00:00.000;(gen S): seqüenciació parcial;Altres seqüències de virus complet (Altres);4
2021-03-25 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);118
2021-03-25 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-25 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-03-25 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-03-25 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-03-25 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-03-25 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-03-26 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);207
2021-03-26 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);9
2021-03-26 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);79
2021-03-26 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-26 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-26 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);3
2021-03-26 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-03-27 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);70
2021-03-27 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);7
2021-03-27 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);22
2021-03-27 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);2
2021-03-27 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);5
2021-03-28 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);47
2021-03-28 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);8
2021-03-28 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-28 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-03-28 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-03-29 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);200
2021-03-29 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);9
2021-03-29 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);2
2021-03-29 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);1
2021-03-29 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-29 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);98
2021-03-29 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-29 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);1
2021-03-29 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-03-30 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);261
2021-03-30 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);33
2021-03-30 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);65
2021-03-30 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-03-30 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);3
2021-03-30 00:00:00.000;seqüenciació completa;Eta (B.1.525);4
2021-03-30 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);1
2021-03-31 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);241
2021-03-31 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);44
2021-03-31 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);6
2021-03-31 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-03-31 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);1
2021-03-31 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);67
2021-03-31 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);4
2021-03-31 00:00:00.000;seqüenciació completa;B.1.575;4
2021-03-31 00:00:00.000;seqüenciació completa;B.1.575.1;1
2021-03-31 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-03-31 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);5
2021-03-31 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-03-31 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);5
2021-04-01 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);285
2021-04-01 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);38
2021-04-01 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);101
2021-04-01 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-01 00:00:00.000;seqüenciació completa;Detectada 1ª vegada a Mayotte (A.27);1
2021-04-01 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-04-02 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);36
2021-04-02 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);11
2021-04-02 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);1
2021-04-02 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-04-03 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);115
2021-04-03 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);26
2021-04-03 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);7
2021-04-03 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-04-03 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);4
2021-04-04 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);27
2021-04-04 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);3
2021-04-04 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);15
2021-04-04 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);2
2021-04-04 00:00:00.000;seqüenciació completa;Iota (B.1.526);1
2021-04-05 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);75
2021-04-05 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);2
2021-04-05 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);5
2021-04-05 00:00:00.000;seqüenciació completa;Eta (B.1.525);1
2021-04-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);283
2021-04-06 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);15
2021-04-06 00:00:00.000;(gen S): seqüenciació parcial;Alfa (B.1.1.7);8
2021-04-06 00:00:00.000;(gen S): seqüenciació parcial;Beta (B.1.351 i subvariants);1
2021-04-06 00:00:00.000;(gen S): seqüenciació parcial;Circulant (CIRC);1
2021-04-06 00:00:00.000;(gen S): seqüenciació parcial;Gamma (P.1 i subvariants);3
2021-04-06 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);66
2021-04-06 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-06 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);2
2021-04-06 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);2
2021-04-06 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);4
2021-04-07 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);209
2021-04-07 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);20
2021-04-07 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);50
2021-04-07 00:00:00.000;seqüenciació completa;Altres seqüències de virus complet (Altres);1
2021-04-07 00:00:00.000;seqüenciació completa;Eta (B.1.525);2
2021-04-07 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);3
2021-04-08 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);228
2021-04-08 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Altres seqüències de virus complet (Altres);30
2021-04-08 00:00:00.000;seqüenciació completa;Alfa (B.1.1.7);76
2021-04-08 00:00:00.000;seqüenciació completa;B.1.575;2
2021-04-08 00:00:00.000;seqüenciació completa;Beta (B.1.351 i subvariants);5
2021-04-08 00:00:00.000;seqüenciació completa;Èpsilon (B.1.427/B.1.429);1
2021-04-08 00:00:00.000;seqüenciació completa;Estiu 2020, espanyola (B.1.177);10
2021-04-08 00:00:00.000;seqüenciació completa;Eta (B.1.525);9
2021-04-08 00:00:00.000;seqüenciació completa;Gamma (P.1 i subvariants);7
2021-04-09 00:00:00.000;(gen S) cribratge variants: PCR en temps real;Alfa (B.1.1.7);265
